model,dataset,schema,features,device,macro_f1,macro_f1_low,macro_f1_high,micro_f1,micro_f1_low,micro_f1_high,subset_accuracy,ece,train_seconds,predict_latency_ms,throughput,model_size_mb,cost_usd,n_train,n_test,n_labels,seed
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,tfidf,cuda:0,0.2500293098505815,0.23705358516234012,0.2636606631691939,0.3250028270948773,0.31252475585188144,0.3384588117325824,0.22478659500474232,0.23530479231664575,129.76719356700778,0.24115143463350044,4146.771929927724,255.46714687347412,,43410,3163,7,42
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,tfidf,cuda:0,0.29776526210470067,0.28424304046785326,0.3104919403059763,0.36471643129343195,0.3519612794612795,0.3780801079657221,0.23300663926651913,0.21504667344107115,240.05040622875094,0.3985020576720369,2509.3973312002063,417.73978900909424,,43410,3163,7,42
