model,dataset,schema,features,n_seeds,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,subset_accuracy_mean,subset_accuracy_std,ece_mean,ece_std,train_seconds_mean,train_seconds_std,predict_latency_ms_mean,predict_latency_ms_std,throughput_mean,throughput_std,model_size_mb_mean,model_size_mb_std
hf_bert-base-uncased,go_emotions,native,tfidf,3,0.4839621994885295,0.003664595299620311,0.5706132190587829,0.0054200733563435485,0.45838707696087466,0.004191074776544936,0.01304024453105952,0.0003470431079632174,242.5463058911264,0.4876312825732474,0.4218645358611351,0.005064616201398367,2370.6555319508034,28.283315290597255,417.8013734817505,0.0
hf_distilbert-base-uncased,go_emotions,native,tfidf,3,0.47734873029898034,0.010658135461410614,0.5646701290778898,0.009042089138954608,0.45040230944045206,0.013662060812271472,0.01306808089041688,0.00043409745582076307,129.77259143566093,0.07894295622968883,0.2559266936869815,0.004257499699754051,3908.0925325878366,65.2523184285136,255.52873134613037,0.0
