model,dataset,schema,seed,emotion,f1,f1_low,f1_high,support
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.31974110032362457,0.2879775847203591,0.3488284135080855,1101
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.1799561082662765,0.1522921522921523,0.20782044519776688,1099
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.23850931677018633,0.20025016007494106,0.2773789881454115,485
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.7235256816740647,0.705611106949958,0.7409252988194968,1669
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.2907608695652174,0.262058647085643,0.32075504028347146,1049
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.12167300380228137,0.08550023459775508,0.16123146784398598,170
naive_bayes_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.33967213114754097,0.3075889064245472,0.3726239944114727,1101
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.0782608695652174,0.05765506513707953,0.09992665896970696,1099
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.3076923076923077,0.2617417897861821,0.3552865239839983,485
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.6544802867383512,0.6328113208308614,0.6744395101861317,1669
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.3295540438397581,0.29740196067020797,0.3621660465490098,1049
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.18412698412698414,0.12697619047619046,0.24666883116883118,170
logreg_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.057692307692307696,0.03907464444528426,0.077270564903746,1101
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.019801980198019802,0.009328358208955223,0.03205745224214116,1099
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.2629757785467128,0.21822929416564668,0.31090215329891197,485
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.6567272727272727,0.6362599270507282,0.676212383714212,1669
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.12633451957295375,0.10008433873175583,0.15358391235285687,1049
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.05434782608695652,0.011559032622417116,0.10584839996604699,170
linsvm_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.10282776349614396,0.07852720035382574,0.12766673830503616,1101
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.0018181818181818182,0.0,0.00561810915830376,1099
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.16642335766423358,0.13127758408635817,0.2023167485749561,485
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.5859969558599696,0.5624734457664881,0.6081842453659796,1669
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.11280214861235452,0.08864855959329694,0.13901025381323845,1049
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.11764705882352941,0.06153061224489797,0.18000236966824643,170
random_forest_tfidf,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.0285204991087344,0.014718735401180832,0.043786684477329876,1101
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.0,0.0,0.0,1099
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.0,0.0,0.0,485
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.6686710763680096,0.6497225867724014,0.6871129460336184,1669
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.022598870056497175,0.011570177636463324,0.03777399438536619,1049
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.0,0.0,0.0,170
bilstm,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.3141818181818182,0.2848208916855741,0.3473449208743326,1101
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.07612456747404844,0.05734616046598002,0.09803013040985956,1099
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.2578397212543554,0.20840760207190737,0.30064304016468835,485
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.7088517596871667,0.6892008703599007,0.7265939334823048,1669
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.2996845425867508,0.26792659670438845,0.33205310057444204,1049
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.20465116279069767,0.13395534290271136,0.26976928755998525,170
hf_distilbert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,anger,0.21800947867298578,0.1866792556616937,0.24921654893010822,1101
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,disgust,0.05123674911660778,0.03530372300598838,0.06884529798309001,1099
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,fear,0.1814814814814815,0.13926080917962216,0.22183462532299741,485
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,joy,0.6548069644208933,0.6350772158740045,0.6742466908905655,1669
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,sadness,0.2145850796311819,0.1848879946873911,0.24480513550535843,1049
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,surprise,0.11224489795918367,0.05153978324081417,0.17308526011560693,170
hf_bert-base-uncased,go_emotions->sem_eval_2018_task_1,ekman6,44,neutral,0.0,0.0,0.0,0
