model,dataset,schema,features,n_seeds,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,subset_accuracy_mean,subset_accuracy_std,ece_mean,ece_std,train_seconds_mean,train_seconds_std,predict_latency_ms_mean,predict_latency_ms_std,throughput_mean,throughput_std,model_size_mb_mean,model_size_mb_std
hf_bert-base-uncased,go_emotions,ekman6,tfidf,3,0.6116905854011577,0.008386348807632654,0.6831673169182563,0.004083509963178133,0.6042626374301333,0.002095537388272453,0.032269092278416456,0.0021258411302169677,145.79567299907407,1.0051361625279742,0.4269962716319331,0.002781900210306539,2342.0068674095633,15.20573121820961,417.73978900909424,0.0
