model,dataset,schema,features,n_seeds,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,subset_accuracy_mean,subset_accuracy_std,ece_mean,ece_std,train_seconds_mean,train_seconds_std,predict_latency_ms_mean,predict_latency_ms_std,throughput_mean,throughput_std,model_size_mb_mean,model_size_mb_std
naive_bayes_tfidf,go_emotions,native,tfidf,5,0.12903595707148305,0.0,0.2930591259640103,0.0,0.1986364473926663,0.0,0.03337711000789613,0.0,1.4609303600038401,0.02617055027270969,0.023613554449648664,0.00018592851208746052,42350.643360660426,330.9311030225858,55.269755363464355,0.0
logreg_tfidf,go_emotions,native,tfidf,5,0.43899662099871384,0.0,0.4978464806183255,0.0,0.23954302561267732,0.0,0.06295808816445163,0.0,8.1112520600087,0.013326779551600013,0.018753915604204627,0.0002158577298141483,53327.86713217141,615.7078579347182,12.54495620727539,0.0
linsvm_tfidf,go_emotions,native,tfidf,5,0.29873042129346083,0.0,0.4332785987958402,0.0,0.28818868619863647,0.0,0.0038125260435564593,2.119609047417428e-10,17.772002260002772,0.1360270680148471,0.02833735765594119,0.00046498981009130655,35296.70517617739,578.9498598076885,33.935397911071775,1.2434391794591234e-06
random_forest_tfidf,go_emotions,native,tfidf,5,0.17365428230908037,0.002259909961401984,0.36931418735303695,0.0013095313458026765,0.23766353418094713,0.0015978981675827308,0.0030648328199088934,0.00014536410762342345,187.0839497199864,0.4043597484857288,0.9400263386793977,0.03353227599315553,1064.8699121650782,37.51278141663929,3403.790781402588,3.3750623053626194
