model,dataset,schema,seed,emotion,f1,f1_low,f1_high,support
naive_bayes_tfidf,go_emotions,ekman6,44,anger,0.14585635359116023,0.11212540953621943,0.18083739088476553,726
naive_bayes_tfidf,go_emotions,ekman6,44,disgust,0.08648648648648649,0.03278688524590164,0.143646408839779,123
naive_bayes_tfidf,go_emotions,ekman6,44,fear,0.07453416149068323,0.024840886435089336,0.13164517838219703,98
naive_bayes_tfidf,go_emotions,ekman6,44,joy,0.68428927680798,0.6669965966612993,0.7020779996248986,2104
naive_bayes_tfidf,go_emotions,ekman6,44,sadness,0.13664596273291926,0.09975825040760107,0.17706494874760373,379
naive_bayes_tfidf,go_emotions,ekman6,44,surprise,0.15895610913404506,0.1274465138625894,0.19422527296082207,677
naive_bayes_tfidf,go_emotions,ekman6,44,neutral,0.4005837285662167,0.37668575967477747,0.42192653154752563,1787
logreg_tfidf,go_emotions,ekman6,44,anger,0.41100702576112413,0.3809495649235448,0.4402035546886748,726
logreg_tfidf,go_emotions,ekman6,44,disgust,0.3391304347826087,0.25777110157367666,0.41045442430703627,123
logreg_tfidf,go_emotions,ekman6,44,fear,0.36363636363636365,0.25523538281119124,0.4670775332451979,98
logreg_tfidf,go_emotions,ekman6,44,joy,0.7278121137206428,0.7126949811165876,0.7435649889608497,2104
logreg_tfidf,go_emotions,ekman6,44,sadness,0.392204628501827,0.34823068418215214,0.4323087940340369,379
logreg_tfidf,go_emotions,ekman6,44,surprise,0.4204685573366215,0.39056593914971166,0.4470303275155407,677
logreg_tfidf,go_emotions,ekman6,44,neutral,0.5799274486094317,0.5613846220674077,0.5980425094251816,1787
linsvm_tfidf,go_emotions,ekman6,44,anger,0.1405672009864365,0.10757689143797272,0.17500369822485207,726
linsvm_tfidf,go_emotions,ekman6,44,disgust,0.21768707482993196,0.12497844827586209,0.3,123
linsvm_tfidf,go_emotions,ekman6,44,fear,0.22807017543859648,0.12121212121212122,0.33340336134453774,98
linsvm_tfidf,go_emotions,ekman6,44,joy,0.7231121281464531,0.7071908949818935,0.7387587293192223,2104
linsvm_tfidf,go_emotions,ekman6,44,sadness,0.2831858407079646,0.22925740916448067,0.334120046201109,379
linsvm_tfidf,go_emotions,ekman6,44,surprise,0.17906683480453972,0.14397653791130188,0.21445783132530122,677
linsvm_tfidf,go_emotions,ekman6,44,neutral,0.402081010776663,0.37666525996233063,0.4251117238967038,1787
random_forest_tfidf,go_emotions,ekman6,44,anger,0.12484394506866417,0.09301597015795303,0.16011208273935382,726
random_forest_tfidf,go_emotions,ekman6,44,disgust,0.0625,0.014585689318392115,0.12822580645161288,123
random_forest_tfidf,go_emotions,ekman6,44,fear,0.028169014084507043,0.0,0.072992700729927,98
random_forest_tfidf,go_emotions,ekman6,44,joy,0.7197802197802198,0.7023496270176054,0.7354866503378672,2104
random_forest_tfidf,go_emotions,ekman6,44,sadness,0.14388489208633093,0.10168877425693934,0.18780711172866796,379
random_forest_tfidf,go_emotions,ekman6,44,surprise,0.07152682255845942,0.046951676379323404,0.09827468908325301,677
random_forest_tfidf,go_emotions,ekman6,44,neutral,0.4835589941972921,0.4610336954662852,0.5061424029071088,1787
bilstm,go_emotions,ekman6,44,anger,0.04699738903394256,0.027494036555142508,0.06887874550363667,726
bilstm,go_emotions,ekman6,44,disgust,0.047244094488188976,0.0,0.10606060606060606,123
bilstm,go_emotions,ekman6,44,fear,0.0,0.0,0.0,98
bilstm,go_emotions,ekman6,44,joy,0.6818071998067166,0.6643512963870333,0.6976529109749573,2104
bilstm,go_emotions,ekman6,44,sadness,0.0975609756097561,0.058238424197162075,0.13794810515534311,379
bilstm,go_emotions,ekman6,44,surprise,0.23404255319148937,0.19830172316767336,0.2702702702702703,677
bilstm,go_emotions,ekman6,44,neutral,0.5325320094068461,0.5126153833561491,0.5514618428101047,1787
hf_distilbert-base-uncased,go_emotions,ekman6,44,anger,0.5173370319001387,0.482317145553206,0.5461748197190271,726
hf_distilbert-base-uncased,go_emotions,ekman6,44,disgust,0.4435146443514644,0.3651367302773953,0.5159717851898469,123
hf_distilbert-base-uncased,go_emotions,ekman6,44,fear,0.5828571428571429,0.4875,0.666755319148936,98
hf_distilbert-base-uncased,go_emotions,ekman6,44,joy,0.7977628635346756,0.7840291360667233,0.8106101527140936,2104
hf_distilbert-base-uncased,go_emotions,ekman6,44,sadness,0.5274390243902439,0.4804933184169472,0.5698181741631629,379
hf_distilbert-base-uncased,go_emotions,ekman6,44,surprise,0.5418502202643172,0.5097912406676495,0.5732924281819559,677
hf_distilbert-base-uncased,go_emotions,ekman6,44,neutral,0.5764781491002571,0.5558882246423555,0.5969035864010804,1787
hf_bert-base-uncased,go_emotions,ekman6,44,anger,0.4868316041500399,0.44758411122705094,0.5190619582876642,726
hf_bert-base-uncased,go_emotions,ekman6,44,disgust,0.4585365853658537,0.3737997067986073,0.538230905272466,123
hf_bert-base-uncased,go_emotions,ekman6,44,fear,0.632768361581921,0.5499596774193549,0.715604149291076,98
hf_bert-base-uncased,go_emotions,ekman6,44,joy,0.8089260808926081,0.7956246471972819,0.821981123148686,2104
hf_bert-base-uncased,go_emotions,ekman6,44,sadness,0.5128205128205128,0.4612548597123987,0.5604170076935668,379
hf_bert-base-uncased,go_emotions,ekman6,44,surprise,0.49914529914529915,0.46540305550166466,0.5303426348969426,677
hf_bert-base-uncased,go_emotions,ekman6,44,neutral,0.6464186281953935,0.6288879018535,0.663625905975453,1787
