model,dataset,schema,features,n_seeds,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,subset_accuracy_mean,subset_accuracy_std,ece_mean,ece_std,train_seconds_mean,train_seconds_std,predict_latency_ms_mean,predict_latency_ms_std,throughput_mean,throughput_std,model_size_mb_mean,model_size_mb_std
hf_distilbert-base-uncased,go_emotions,native,tfidf,3,0.436439244467733,0.020314388855915137,0.5748355706183615,0.010870154467891654,0.4569129660340274,0.017169529966974163,0.005424390318847942,0.0012640244950443775,78.31918486456077,0.848401804312852,0.25934753091188417,0.002270207878284432,3856.026931738592,33.73998753383541,255.52873134613037,0.0
