model,dataset,schema,features,n_seeds,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,subset_accuracy_mean,subset_accuracy_std,ece_mean,ece_std,train_seconds_mean,train_seconds_std,predict_latency_ms_mean,predict_latency_ms_std,throughput_mean,throughput_std,model_size_mb_mean,model_size_mb_std
bilstm,go_emotions,ekman6,tfidf,3,0.4963350218950311,0.011876849793855676,0.6111246895189439,0.01181580416808259,0.5120692832135618,0.011194693332658198,0.02797155628277101,0.002172442695558519,12.690999445815882,0.7406369763257338,0.022478207399420302,0.00011882958360320237,44488.360547239114,234.7305968721291,14.177212715148926,0.0
