model,dataset,schema,features,n_seeds,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,subset_accuracy_mean,subset_accuracy_std,ece_mean,ece_std,train_seconds_mean,train_seconds_std,predict_latency_ms_mean,predict_latency_ms_std,throughput_mean,throughput_std,model_size_mb_mean,model_size_mb_std
bilstm,go_emotions,native,tfidf,3,0.25573140564981717,0.012758933946300012,0.4756907695094976,0.010815115162128833,0.3461089613660095,0.015017599271391254,0.004418358876476653,0.0013845099943263326,12.799634552250305,0.8706918425662026,0.022982980230649607,0.00033554078542851623,43516.609646287536,632.0347882169881,14.197781562805176,0.0
