model,dataset,schema,features,device,macro_f1,macro_f1_low,macro_f1_high,micro_f1,micro_f1_low,micro_f1_high,subset_accuracy,ece,train_seconds,predict_latency_ms,throughput,model_size_mb,cost_usd,n_train,n_test,n_labels,seed
hf_distilbert-base-uncased,go_emotions,native,tfidf,cuda:0,0.4862632056204778,0.4643031109658845,0.5049794852836288,0.5594466818420591,0.5479803890314452,0.5721016807960613,0.4446287083103003,0.013403644140850665,130.21339836344123,0.25829545548108485,3871.5354017261475,255.52873134613037,,43410,5427,28,42
